severity	dim	location	title	fix	effort	confidence
2	D9	taxonomy(owner_id) / backend/app/db/queries.py:280-292; job_positions(is_deleted) / backend/app/routers/profile_pkg/position.py:148	taxonomy UNIQUE(position_name,source,owner_id) 在 owner_id 为 NULL 时不生效（SQLite NULL 互异），公共分类唯一性依赖非原子 UPDATE+INSERT；job_positions 用 is_deleted 与全库 deleted_at 约定不一致	公共分类改用 INCLUDE 的复合键或 CHECK(owner_id IS NOT NULL)+owner 分别唯一；job_positions 迁移到 deleted_at 或补一层唯一约束覆盖软删残留	M	high
FIXED	D9	users(username); routers/auth.py:131-136,266; tables/users.sql	users.username 唯一约束大小写敏感(SQLite BINARY) 且注册不归一化：username_format validator 只校验正则不 lower/strip，注册查重(WHERE username=?)精确匹配，'Alice'/'alice' 可注册为两独立账户；与已统一 lower 的 email 语义不一致(当前库无重复但 schema 允许)	注册/登录前对 username 做 lower+strip 归一化，或建 COALESCE 层的 lower(username) 唯一索引兜底	S	high
2	D9	表 coding_playlist_items(problem_id)、coding_problem_favorites(problem_id)	"coding_playlist_items 与 coding_problem_favorites 复合 PK 仅左前缀覆盖 playlist_id/user_id，FK 侧 problem_id 无索引(见 indexes.sql)，题删除 ON DELETE CASCADE 需全表扫(现 0 行为空，无实际影响)；coding_playlists UNIQUE(user_id,name) 用 SQLite 默认 BINARY 排序，""C++""/""c++"" 可并存同名清单(app/routers/coding.py:249)"	为 problem_id 补单列索引覆盖 FK 级联删除；如需大小写不敏感清单唯一改加 UNIQUE(user_id, COLLATE NOCASE name) 或在业务层归一化 name	S	high
FIXED	D9	表 coding_submissions + 表 coding_problems(owner_id)	coding_submissions 三外键全无 ON DELETE 策略(默认 NO ACTION)，parent_submission_id 自引用无 ON DELETE SET NULL；coding_problems.owner_id 亦无 FK。现无用户/提交删除路径(dormant：auth.py:435 注销仅清 token)，但一旦引入账号删除将 FK 失败或残留孤儿提交链	为 coding_submissions 三个 FK 补 ON DELETE CASCADE(或 parent_submission_id 用 SET NULL)、coding_problems.owner_id 补 FK ON DELETE CASCADE，与现有删除语义对齐	M	needs-verification
2	D9	表 practice_decks(visibility) + app/services/practice_deck_service.py:308/list_decks	"practice_decks.visibility 退化无功能：用户可设 public/更新(create/update_custom_deck)，但无任何代码按 visibility 发布或门禁公开题单，list_decks public 口径强制 custom_where=""1=0""(practice_deck_service.py:287) 不返回任何自定义题单；同时 owner_id 无 FK 声明，自定义题单 owner 删除后成孤儿(现无用户删除路径,dormant)"	移除 visibility 列或实现真正的 public 题单浏览(按 visibility 过滤/门禁)；为 owner_id 补 FK ON DELETE CASCADE 以便未来用户删除时随删题单	S	medium
2	D9	表 practice_review_events、user_question_review（FK 链）	question_bank 硬删经 ON DELETE CASCADE 连删 user_question_review 与 practice_review_events，复习事件审计痕迹(含 before_state_json/改判记录)永久丢失，无保留/归档策略；question_draw/batch_v2/compact/mutations/bank_build 等多处 DELETE FROM question_bank 触发(app/services/pipeline/compact.py:266,batch_v2.py:324,mutations.py:131/377/380)	如复习事件需审计留存，改用软删或删除前归档到只读审计表；或明确接受级联即设计意图并在 schema 注释说明	M	high
FIXED	D2	backend/CLAUDE.md:92	composables 计数仍写 19，实际 20 个 use*.js——上轮 🟢 未修（2026-08-14 已修: 根 CLAUDE.md:92 改 19->22(新增 useChatFormat/useChatInput)）	2026-08-14 已修: 根 CLAUDE.md:92 改 19->22(新增 useChatFormat/useChatInput)	S	certain
1	D9	backend/app/db/connection.py:35 + init_db():41-49	上轮「init_db 未开 foreign_keys」已缓解：运行时 get_db_connection() 恒 PRAGMA foreign_keys=ON（迁移专用连接不开 FK 无数据完整性风险）——上轮 🟢 可归档	无需修复，归档	S	certain
1	D9	backend/app/db/migrations/auth.py:175-176	迁移硬 DROP 遗留表(master_question_bank/practice_history)无备份；practice_history 用 INNER JOIN 静默丢无匹配行；CLAUDE.md 声称「破坏性操作前自动备份」但 run_migrations(__init__.py:211-239) 无备份逻辑	run_migrations 破坏性迁移前统一备份或改 LEFT JOIN 保全	M	certain
1	D9	backend/app/db/migrations/question_bank.py:464-467	迁移清脏删 taxonomy 级联移除所有 owner 的岗位分类，无备份：DELETE FROM taxonomy WHERE position_name=? 会把无效岗位下全部(含用户私人)taxonomy 一并删，另删 question_position/job_positions	加 owner/备份或仅删系统行	S	certain
1	D12	backend/app/routers/profile_pkg/llm.py:63-69 test-global	全局模型连通性探测为同步 HTTP 请求最长 120s（async 不阻塞事件循环，但管理面按钮无进度）——上轮 🟢 未修	改后台 job+轮询/SSE，按钮显示进行中状态	S	needs-verification
1	D14	backend/app/routers/questions_pkg/bulk.py:134-155	删除聚合内最后一个原始问法时，物理 DELETE questions_detail 与 user_question_view/user_practice_history/question_position（用户练习/收藏记录被不可恢复物理删除），虽在事务内原子但丢失用户派生数据	保留软删/可恢复，或删除前确认用户数据影响	M	certain
1	D9	backend/app/routers/questions_pkg/bulk.py:135	删除原始题按 question 文本跨所有 owner 硬删 questions_detail：DELETE FROM questions_detail WHERE question=? AND deleted_at IS NULL 不限定 interview/owner，不同 owner 面经若同题面会一并删	按来源 URL/cluster 范围限定	S	certain
1	D9	backend/app/routers/questions_pkg/mutations.py:44,221,225,487	merge/split 读源/目标 question_bank 未过滤 deleted_at，可对软删题簇执行合并：split/merge 端点加载 source/target 无 deleted_at IS NULL（仅 admin）	读入先断言 deleted_at IS NULL 或 404	S	certain
1	D15	frontend/src/views/PracticeDecksView.vue:51 + SiteHeader.vue:99	自定义题单删除仍用原生 window.confirm（SiteHeader.vue:99 同模式第二处）；侧栏折叠已补 aria-label——上轮 D15-1 🟢 未修	改用 useConfirm()/ConfirmDialog（已有 7 组件先例）；SiteHeader 同步替换	S	certain
1	D9	question_bank(duplicate_of) / backend/app/services/clustering/full_recluster.py:35; admin_review.py:99	duplicate_of 镜像机制已废除（注释标注），列不再写入（仅 1 行非 NULL），但 full_recluster/faiss/fts 仍 WHERE duplicate_of IS NULL 恒真过滤，idx_qb_duplicate_of 索引死	移除 duplicate_of 列与其索引，相应过滤条件改掉；保留在 FTS 检索中的 hard 过滤不影响结果可删	S	high

2	D2	M31-38 spec	稳定核心债务清偿 spec 已产出并执行: M34/M35/M36 全部完成(god-file 拆分), M31-M33 待做(数据一致性/并发/LLM 配额)	按 spec 里程碑执行	M	certain
FIXED	D4	auth.py:34,307 + request_ip.py + asgi.py:141	登录限速 key 曾全在 client.host 且全局 200/min 不生效——已修: request_ip.py 可信代理 IP 提取(TRUSTED_PROXY_CIDRS + XFF 校验), asgi.py GlobalRateLimitMiddleware 已接 _check_request_limit(in_middleware=True)	2026-08-14 复查确认代码已含	S	certain
FIXED	D5	backend/app/services/insights.py:238-250	high_frequency 曾无 owner 过滤——已修: JOIN interview iv + _scope_condition(owner_id IS NULL AND approved) OR owner_id=user + deleted_at 过滤	2026-08-14 复查确认	S	certain
FIXED	D4	frontend/src/components/business/SettingsMCP.vue:69-72	sessionStorage 持久化 MCP token——已修: 只 JS 内存持有(模块级), 注释明确不落 storage	2026-08-14 复查确认	S	certain
FIXED	D4	backend/app/routers/auth.py:476-504 login-form	login-form CSRF 豁免+共享失败计数——已修: auth.py:542 跨源请求拒绝(锁定 DoS 防护)	2026-08-14 复查确认	S	certain
2	D4	backend/app/mcp_server/app.py:127	mcp_api_key 仍支持 URL query 参数传递, 易泄露进访问日志/浏览器历史/Referer——2026-08-14 复查仍存在	移除 query 传递仅接受 header	S	certain
1	D1	backend/app/routers/chat.py:695 + profile_pkg/resume.py:31 + audio.py:54	上传先 await file.read() 全量入内存再验大小(chat extract-pdf 无上限, resume/audio 上限在 read 之后), 大文件内存放大; 校验仅按 filename 后缀——2026-08-14 复查仍存在	流式/分段读取 + Content-Length 提前 413; magic/真实 MIME 校验	S	certain
1	D4	backend/app/core/auth.py:296-305 refresh 轮转	refresh 轮转 check-then-delete 非原子(并发同 jti 可双发新 token); access 无状态 15min——2026-08-14 复查仍存在	DELETE...WHERE jti=? 以 0 行判重放	S	probable
1	D4	backend/app/core/outbound_url.py:89-97	上游 URL SSRF 防护 DNS-rebinding TOCTOU(校验解析与连接时客户端再次解析)——2026-08-14 复查仍存在(低危: 仅管理员/自配上游可达)	固定校验解析 IP 供连接/连接前再验	M	probable
2	D4	backend/app/routers/auth.py:238-244 _set_refresh_cookie + 230-232 _is_secure	refresh_token cookie secure=_is_secure(request) 信任 x-forwarded-proto(客户端可伪造, 需 trusted 边界), 活跃 nginx 为纯 http 时非 HTTPS 路径明文发送——2026-08-14 复查仍存在	可信代理强制 HTTPS + 权威覆写 X-Forwarded-Proto; 后端无条件 Secure	M	needs-verification
